experiment.name,experiment.seed,training.epochs,training.batch_size,training.threads,training.val_split,training.autotune,dataset.manifest,dataset.filters.include_negatives,dataset.filters.balance,dataset.filters.max_per_class,dataset.filters.quality,dataset.filters.call_type,dataset.filters.source_root,dataset.filters.splits,dataset.filters.manifest,dataset.filters.seed,metrics.iid.best_f1.threshold,metrics.iid.best_f1.precision,metrics.iid.best_f1.recall,metrics.iid.best_f1.f1,metrics.iid.best_f1.accuracy,metrics.iid.auroc,metrics.iid.auprc,metrics.ood.best_f1.threshold,metrics.ood.best_f1.precision,metrics.ood.best_f1.recall,metrics.ood.best_f1.f1,metrics.ood.best_f1.accuracy,metrics.ood.auroc,metrics.ood.auprc,metadata.timestamp,metadata.git_commit,training_args.fmin,training_args.fmax,analyzer_args.fmin,analyzer_args.fmax,analyzer_args.sensitivity,training_args.overlap,analyzer_args.overlap,training_args.focal-loss,training_args.focal-loss-gamma,training_args.focal-loss-alpha,training_args.learning_rate,training_args.hidden_units,training_args.mixup,training_args.dropout,training_args.label_smoothing,training_args.upsampling_mode,training_args.upsampling_ratio
sweep_084,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.686,0.566,0.62,0.769,0.724,0.792,1.0,0.801,0.773,0.787,0.779,0.792,0.719,2025-10-28T17:33:11.097040Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0001,2048.0,True,0.25,True,linear,0.5
sweep_085,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.905,0.999,0.949,0.965,0.974,0.983,0.05,0.926,0.989,0.957,0.966,0.975,0.981,2025-10-28T17:33:12.804565Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0005,2048.0,True,0.25,True,linear,0.25
sweep_086,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.75,0.225,0.762,0.348,0.954,0.936,0.998,0.85,0.519,0.651,0.577,0.959,0.972,0.999,2025-10-28T17:33:14.118513Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0005,2048.0,True,0.25,True,linear,0.25
sweep_087,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.95,0.638,0.95,0.763,0.804,0.877,0.947,0.8,0.792,0.918,0.85,0.83,0.886,0.902,2025-10-28T17:33:15.546376Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0005,2048.0,True,0.25,True,linear,0.5
sweep_088,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.752,0.968,0.846,0.898,0.93,0.96,0.05,0.791,0.989,0.879,0.858,0.856,0.851,2025-10-28T17:33:16.940328Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0005,2048.0,True,0.25,True,linear,0.5
sweep_089,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.602,0.999,0.751,0.762,0.815,0.867,0.05,0.722,1.0,0.839,0.794,0.777,0.761,2025-10-28T17:33:18.389698Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0001,2048.0,True,0.5,True,linear,0.25
sweep_090,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.623,0.98,0.762,0.791,0.842,0.894,0.05,0.726,0.985,0.836,0.794,0.785,0.773,2025-10-28T17:33:19.773827Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0001,2048.0,True,0.5,True,linear,0.25
sweep_091,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.674,0.862,0.757,0.816,0.852,0.891,1.0,0.83,0.94,0.882,0.867,0.9,0.874,2025-10-28T17:33:21.228465Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0001,2048.0,True,0.5,True,linear,0.5
sweep_092,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.501,0.296,0.372,0.668,0.571,0.704,1.0,0.735,0.503,0.597,0.642,0.652,0.574,2025-10-28T17:33:22.654025Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0001,2048.0,True,0.5,True,linear,0.5
sweep_093,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.3,0.831,0.918,0.872,0.911,0.947,0.968,0.95,0.835,0.921,0.876,0.862,0.92,0.925,2025-10-28T17:33:24.141871Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0005,2048.0,True,0.5,True,linear,0.25
sweep_094,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.56,0.993,0.716,0.74,0.823,0.907,1.0,0.705,0.997,0.826,0.779,0.805,0.815,2025-10-28T17:33:25.617756Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0005,2048.0,True,0.5,True,linear,0.25
sweep_095,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.6,0.664,0.96,0.785,0.828,0.89,0.941,0.4,0.753,0.975,0.849,0.818,0.825,0.821,2025-10-28T17:33:27.009359Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0005,2048.0,True,0.5,True,linear,0.5
sweep_096,123,50.0,16.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.757,0.923,0.832,0.883,0.921,0.954,0.05,0.797,0.978,0.878,0.852,0.847,0.835,2025-10-28T17:33:28.482482Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0005,2048.0,True,0.5,True,linear,0.5
sweep_001,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.957,0.045,0.086,0.682,0.522,0.677,1.0,1.0,0.016,0.032,0.48,0.508,0.476,2025-10-28T17:31:09.569518Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0001,512.0,True,0.25,True,linear,0.25
sweep_002,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.65,0.536,0.975,0.692,0.711,0.781,0.855,0.35,0.717,0.996,0.834,0.791,0.779,0.767,2025-10-28T17:31:11.438599Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,False,,,0.0001,512.0,True,0.25,True,linear,0.25
sweep_003,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.6,0.714,0.866,0.783,0.84,0.874,0.911,1.0,0.781,0.965,0.863,0.838,0.878,0.857,2025-10-28T17:31:13.228422Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0001,512.0,True,0.25,True,linear,0.5
sweep_004,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.95,0.499,0.939,0.652,0.719,0.796,0.889,0.05,0.702,0.973,0.815,0.786,0.796,0.802,2025-10-28T17:31:14.673579Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,False,,,0.0001,512.0,True,0.25,True,linear,0.5
sweep_005,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.844,0.462,0.597,0.793,0.709,0.778,1.0,0.94,0.36,0.521,0.651,0.668,0.576,2025-10-28T17:31:16.263474Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0005,512.0,True,0.25,True,linear,0.25
sweep_006,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.8,0.597,0.926,0.726,0.766,0.834,0.897,0.6,0.735,0.985,0.842,0.802,0.8,0.791,2025-10-28T17:31:17.780063Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,False,,,0.0005,512.0,True,0.25,True,linear,0.25
sweep_007,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.95,0.62,0.929,0.744,0.79,0.849,0.919,0.95,0.739,0.974,0.841,0.805,0.817,0.819,2025-10-28T17:31:19.474750Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0005,512.0,True,0.25,True,linear,0.5
sweep_008,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.688,0.888,0.775,0.836,0.89,0.923,1.0,0.716,0.897,0.796,0.785,0.844,0.838,2025-10-28T17:31:20.969336Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,False,,,0.0005,512.0,True,0.25,True,linear,0.5
sweep_009,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.778,0.987,0.87,0.965,0.981,0.996,0.05,0.946,0.985,0.965,0.981,0.986,0.992,2025-10-28T17:31:22.306374Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0001,512.0,True,0.5,True,linear,0.25
sweep_010,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.565,0.917,0.699,0.738,0.789,0.862,1.0,0.719,0.956,0.821,0.78,0.786,0.763,2025-10-28T17:31:23.858369Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,False,,,0.0001,512.0,True,0.5,True,linear,0.25
sweep_011,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.543,1.0,0.704,0.72,0.79,0.86,0.05,0.712,1.0,0.832,0.781,0.762,0.742,2025-10-28T17:31:25.526339Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0001,512.0,True,0.5,True,linear,0.5
sweep_012,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.574,0.962,0.719,0.75,0.811,0.876,0.8,0.747,0.97,0.844,0.811,0.81,0.796,2025-10-28T17:31:27.262312Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,False,,,0.0001,512.0,True,0.5,True,linear,0.5
sweep_013,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.95,0.671,0.935,0.781,0.826,0.865,0.911,1.0,0.735,0.966,0.835,0.798,0.801,0.775,2025-10-28T17:31:28.668833Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0005,512.0,True,0.5,True,linear,0.25
sweep_014,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.95,0.698,0.831,0.759,0.824,0.908,0.952,1.0,0.722,0.967,0.827,0.786,0.878,0.865,2025-10-28T17:31:30.083410Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,False,,,0.0005,512.0,True,0.5,True,linear,0.25
sweep_015,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.531,1.0,0.694,0.763,0.838,0.913,0.05,0.72,0.999,0.837,0.805,0.805,0.805,2025-10-28T17:31:31.463302Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0005,512.0,True,0.5,True,linear,0.5
sweep_016,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.566,0.952,0.71,0.749,0.816,0.886,0.05,0.722,0.979,0.831,0.791,0.788,0.781,2025-10-28T17:31:32.878112Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,False,,,0.0005,512.0,True,0.5,True,linear,0.5
sweep_017,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.598,0.753,0.667,0.922,0.857,0.969,1.0,0.784,0.948,0.859,0.874,0.905,0.914,2025-10-28T17:31:34.248911Z,0eb0e0796f3b5b99c71f8b821a72bb0dd4c8c77b,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0001,1024.0,True,0.25,True,linear,0.25
sweep_018,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.6,0.712,0.911,0.799,0.848,0.883,0.919,1.0,0.782,0.898,0.836,0.814,0.847,0.796,2025-10-28T17:31:35.770609Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0001,1024.0,True,0.25,True,linear,0.25
sweep_019,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.962,0.026,0.05,0.676,0.513,0.673,1.0,0.963,0.068,0.127,0.506,0.533,0.489,2025-10-28T17:31:37.486655Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0001,1024.0,True,0.25,True,linear,0.5
sweep_020,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.611,0.82,0.7,0.762,0.772,0.84,1.0,0.819,0.862,0.84,0.829,0.854,0.798,2025-10-28T17:31:38.976776Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0001,1024.0,True,0.25,True,linear,0.5
sweep_021,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.9,0.911,0.908,0.909,0.94,0.956,0.965,1.0,0.874,0.889,0.881,0.876,0.904,0.854,2025-10-28T17:31:40.403176Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0005,1024.0,True,0.25,True,linear,0.25
sweep_022,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.588,0.938,0.723,0.772,0.824,0.909,1.0,0.737,0.921,0.819,0.784,0.808,0.773,2025-10-28T17:31:41.954821Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0005,1024.0,True,0.25,True,linear,0.25
sweep_023,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.929,0.497,0.648,0.82,0.741,0.795,1.0,0.944,0.435,0.596,0.688,0.705,0.604,2025-10-28T17:31:43.316199Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0005,1024.0,True,0.25,True,linear,0.5
sweep_024,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.525,0.985,0.685,0.77,0.881,0.957,0.95,0.725,0.977,0.833,0.815,0.844,0.862,2025-10-28T17:31:44.691931Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0005,1024.0,True,0.25,True,linear,0.5
sweep_025,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.566,1.0,0.723,0.729,0.79,0.852,0.05,0.717,1.0,0.835,0.786,0.767,0.748,2025-10-28T17:31:46.120591Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0001,1024.0,True,0.5,True,linear,0.25
sweep_026,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.3,0.862,0.959,0.908,0.951,0.969,0.984,0.3,0.906,0.979,0.941,0.945,0.956,0.96,2025-10-28T17:31:47.433899Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0001,1024.0,True,0.5,True,linear,0.25
sweep_027,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.546,0.996,0.705,0.719,0.788,0.858,0.05,0.714,0.999,0.833,0.785,0.769,0.753,2025-10-28T17:31:48.973377Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0001,1024.0,True,0.5,True,linear,0.5
sweep_028,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.675,1.0,0.806,0.818,0.854,0.89,0.05,0.791,0.999,0.883,0.85,0.828,0.806,2025-10-28T17:31:50.357774Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0001,1024.0,True,0.5,True,linear,0.5
sweep_029,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.611,0.958,0.746,0.788,0.845,0.903,0.05,0.73,0.957,0.828,0.79,0.79,0.782,2025-10-28T17:31:51.750594Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0005,1024.0,True,0.5,True,linear,0.25
sweep_030,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.66,0.999,0.795,0.799,0.836,0.872,0.05,0.757,0.999,0.861,0.815,0.782,0.749,2025-10-28T17:31:53.136592Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0005,1024.0,True,0.5,True,linear,0.25
sweep_031,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,1.0,0.549,0.989,0.706,0.726,0.804,0.887,0.95,0.719,0.991,0.833,0.791,0.79,0.784,2025-10-28T17:31:54.821793Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0005,1024.0,True,0.5,True,linear,0.5
sweep_032,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.657,0.974,0.785,0.821,0.868,0.914,0.05,0.754,0.994,0.857,0.825,0.816,0.806,2025-10-28T17:31:56.225056Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0005,1024.0,True,0.5,True,linear,0.5
sweep_033,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.58,0.999,0.734,0.758,0.819,0.879,0.05,0.713,1.0,0.833,0.785,0.77,0.754,2025-10-28T17:31:57.640620Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,True,1.0,0.5,0.0001,2048.0,True,0.25,True,linear,0.25
sweep_034,123,50.0,8.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123.0,0.05,0.549,0.987,0.706,0.768,0.838,0.91,0.05,0.721,0.998,0.837,0.801,0.796,0.791,2025-10-28T17:31:58.954495Z,3ef816d555b16e9114d53bbb7843261e6a09ca5e,,,0.0,8000.0,1.0,,0.5,False,,,0.0001,2048.0,True,0.25,True,linear,0.25
